	D17p7_A2_nuc	D17p7_B7_nuc	D17p7_B8_cyto	D17p7_A3_cyto	D17p7_B9_memb	D17p7_A4_memb	D17p7_B10_insol	D17p7_A5_insol	R2-total-depl	R1-total-depl
FBgn0015372	109.1099392	152.7365229	532.6050398	502.6625493	612.2840149	589.9219505	374.7518165	369.1805313	204.1885572	204.1885572
FBgn0015374	405.2654884	418.1718394	1140.509413	1001.08322	1081.323267	1129.061524	727.8114121	711.3290153	735.8493288	735.8493288
FBgn0015376	633.8767896	501.2130557	67.9530568	97.56319522	122.2821143	132.8805541	231.1343539	268.0034401	242.7147001	242.7147001
FBgn0015379	195.705129	235.7777392	661.164877	714.7564519	483.887795	501.8991631	451.7966011	498.162014	440.1611823	440.1611823
FBgn0015380	13.85523037	8.897273178	3.673138206	4.241878053	1.746887346	0.846372956	3.740038089	2.317032623	3.371037501	3.371037501
FBgn0015381	0	0	5.509707308	0	0.873443673	0	0	2.317032623	0	0
FBgn0015391	1562.177225	1414.666435	376.4966661	373.2852687	908.3814202	841.2947185	2852.153047	3051.531965	2051.998685	2051.998685
FBgn0015393	722.2038832	726.6106429	13438.17613	11968.45893	4189.035857	4265.7197	935.0095222	936.0811798	1840.104899	1840.104899
FBgn0015396	2552.826196	2492.719369	604.2312348	612.9513786	1597.528478	1450.683247	3211.196703	3235.349886	2570.656883	2570.656883
FBgn0015399	7287.851177	6649.228822	1274.578957	1211.056184	2295.409973	1891.643557	3398.198608	2900.924844	3698.509715	3698.509715
FBgn0015400	1.731903797	0	1.836569103	0	0.873443673	0	2.992030471	1.544688416	1.926307143	1.926307143
FBgn0015402	1267.753579	1192.234606	644.6357551	632.0398299	1091.804592	1085.896503	1289.565133	1336.155479	1082.584615	1082.584615
FBgn0015477	3484.590439	3370.583656	1127.653429	954.4225619	1550.36252	1565.789969	4127.506035	4165.252312	3196.706705	3196.706705
FBgn0015509	4878.772995	4720.003421	2442.636907	2432.717063	4984.743043	5204.347308	7352.166875	7322.595434	6341.403116	6341.403116
FBgn0015513	11007.98053	11096.38253	3542.741799	3126.264125	4160.212216	3980.492013	7901.204467	8060.956496	5867.531559	5867.531559
FBgn0015519	29.44236454	23.72606181	64.2799186	38.17690248	15.72198612	16.08108617	14.96015236	10.0404747	12.52099643	12.52099643
FBgn0015520	573.2601567	505.6616923	787.8881451	842.0127935	1352.090806	1113.82681	620.8463227	637.1839714	626.0498216	626.0498216
FBgn0015521	2457.571488	2353.328756	24569.62146	26191.47604	11847.38998	13471.71835	3345.838074	3002.87428	5559.322416	5559.322416
FBgn0015522	240.7346277	240.2263758	550.9707308	528.1138176	749.4146716	595.8465612	318.6512452	287.3120453	361.1825894	361.1825894
FBgn0015524	0	0	0	0	1.746887346	0	0	1.544688416	1.444730358	1.444730358
FBgn0015527	749.914344	744.4051892	1182.750502	1147.428013	1290.949749	1399.054497	1414.482405	1359.325806	1256.915411	1256.915411
FBgn0015541	4456.188469	4760.04115	2022.062582	1768.863148	1881.397672	1686.821302	2980.062349	2634.466093	2961.697233	2961.697233
FBgn0015542	2334.606318	2645.455892	8716.356962	7665.073642	2816.855846	2897.134629	3892.631643	3967.532195	1630.13742	1630.13742
FBgn0015543	3.463807593	0	0	0	0	0	0	0	0	0
FBgn0015544	174.9222835	198.7057676	202.0226013	195.1263904	269.894095	205.6686284	286.4869176	346.0102051	192.1491376	192.1491376
FBgn0015546	1357.812577	1248.584003	596.8849584	682.9423665	1075.209162	1128.215151	2431.772765	2534.061346	1916.194031	1916.194031
FBgn0015550	1.731903797	0	0	2.120939026	0	0	0	0	0	0
FBgn0015553	178.3860911	182.3941001	102.8478698	97.56319522	151.1057555	136.266046	186.2538968	216.2563782	114.1336983	114.1336983
FBgn0015558	17.31903797	10.38015204	7.346276411	2.120939026	9.607880406	8.463729563	6.73206856	3.861721039	5.77892143	5.77892143
FBgn0015561	1.731903797	0	0	0	0.873443673	0	0	0	0	0
FBgn0015562	491.8606783	511.5932077	797.0709906	829.2871593	647.2217619	691.4867053	299.9510547	308.9376831	470.5005198	470.5005198
FBgn0015565	121.2332658	105.2843993	29.38510565	33.93502442	40.17840897	32.16217234	28.42428948	23.94267044	56.34448395	56.34448395
FBgn0015568	12.12332658	14.82878863	27.54853654	19.08845124	12.22821143	22.85206982	9.724099031	12.35750732	14.92888036	14.92888036
FBgn0015569	185.3137062	183.876979	130.3964063	131.4982196	169.4480726	159.9644887	169.0497216	200.809494	216.2279769	216.2279769
FBgn0015570	3.463807593	7.414394315	1.836569103	0	0	0	0.748007618	0	0.481576786	0.481576786
FBgn0015571	171.4584759	157.1851595	582.1924056	581.1372933	436.7218366	535.7540813	211.6861558	245.6054581	215.2648233	215.2648233
FBgn0015572	34.63807593	28.1746984	9.182845514	6.362817079	9.607880406	11.84922139	11.22011427	10.0404747	16.85518751	16.85518751
FBgn0015574	0	0	0	0	0	0	0	0	0	0
FBgn0015575	93.52280502	103.8015204	146.9255282	112.4097684	145.8650934	185.3556774	181.0178435	206.2159035	139.1756911	139.1756911
FBgn0015576	1.731903797	2.965757726	1.836569103	0	2.62033102	2.539118869	5.984060942	1.544688416	2.407883929	2.407883929
FBgn0015577	2393.491047	2488.270732	1496.803819	1529.197038	2356.55103	2171.793006	4874.765645	4705.120914	3753.891046	3753.891046
FBgn0015582	342.9169517	352.9251694	501.3833651	515.3881834	414.0123011	437.5748184	213.9301787	217.8010666	316.3959483	316.3959483
FBgn0015583	0	0	1.836569103	0	0.873443673	0	0	0	0	0
FBgn0015584	10.39142278	2.965757726	0	0	0	2.539118869	0	0	0.481576786	0.481576786
FBgn0015585	1.731903797	0	0	4.241878053	0	0	0	0	0	0
FBgn0015586	6.927615187	7.414394315	0	0	0	0	0	0.772344208	0.481576786	0.481576786
FBgn0015589	1608.938627	1823.941001	956.8525026	871.7059399	1559.9704	1713.905236	4183.606606	4244.031422	1685.518751	1685.518751
FBgn0015591	0	0	0	0	0	0	0	0	0	0
FBgn0015600	133.3565923	130.4933399	77.13590232	76.35380495	72.49582488	80.40543085	146.6094931	142.8836784	90.05485896	90.05485896
FBgn0015602	512.6435238	556.0795736	754.8299013	788.9893178	752.0350027	695.7185701	686.6709931	722.1418343	659.2786199	659.2786199
FBgn0015609	788.0162275	729.5764006	336.0921458	267.2383173	203.5123759	153.1935051	270.7787576	235.5649834	229.2305501	229.2305501
FBgn0015614	1264.289772	1337.556734	1838.405672	1783.709721	1680.505627	1342.347509	1691.993231	1642.77613	1978.799013	1978.799013
FBgn0015615	1006.236106	986.1144439	194.6763249	169.6751221	581.7134864	614.4667663	1634.396645	1832.000461	1213.091924	1213.091924
FBgn0015618	145.4799189	198.7057676	297.5241947	282.0848905	220.9812493	220.9033416	301.44707	321.2951904	281.7224197	281.7224197
FBgn0015621	143.7480151	148.2878863	618.9237877	559.927903	338.0227015	381.7142033	187.7499121	193.0860519	222.9700519	222.9700519
FBgn0015622	4476.971314	4496.088713	2290.201671	2403.023917	3026.482328	2661.842947	2376.420202	2113.133752	3097.501887	3097.501887
FBgn0015623	1418.429209	1586.680383	989.9107464	939.5759887	1224.56803	1248.400111	1134.727556	1066.607351	1402.3516	1402.3516
FBgn0015625	339.4531442	413.7232028	363.6406824	358.4386955	800.0744047	881.9206204	857.9647376	917.5449188	211.8937858	211.8937858
FBgn0015663	193.9732252	197.2228888	62.4433495	63.62817079	79.48337427	72.78807424	78.54079987	73.37269974	104.9837393	104.9837393
FBgn0015664	1084.171777	999.4603537	420.5743245	356.3177564	824.5308275	879.3815016	2701.803515	2802.83713	1842.512783	1842.512783
FBgn0015714	147.2118227	126.0447034	130.3964063	93.32131716	63.76138815	60.0924799	71.80873131	56.38112717	115.5784286	115.5784286
FBgn0015721	3.463807593	2.965757726	1.836569103	0	0	0	0	0	1.444730358	1.444730358
FBgn0015737	1224.455984	1552.57417	1454.562729	1664.937136	2566.177512	2786.259772	1689.001201	1577.899216	818.680536	818.680536
FBgn0015754	1537.930571	1430.978103	514.2393488	540.8394517	1178.275515	1041.885109	2237.290785	2122.401883	1933.049218	1933.049218
FBgn0015756	4425.014201	4220.273244	45613.03024	50013.86318	22514.75757	25897.31972	6776.201009	6062.129687	9743.261532	9743.261532
FBgn0015765	258.0536657	278.7812262	741.9739175	763.5380495	671.6781847	516.2875033	326.879329	356.0506798	347.2168626	347.2168626
FBgn0015766	6.927615187	5.931515452	1.836569103	0	4.367218366	1.692745913	2.992030471	1.544688416	2.407883929	2.407883929
FBgn0015770	0	0	1.836569103	0	0	0	0	0	0	0
FBgn0015772	936.959954	1115.124905	692.3865518	636.2817079	1161.680085	1151.913593	1288.069118	1304.489367	776.3017788	776.3017788
FBgn0015773	62.34853668	40.0377293	5.509707308	10.60469513	0.873443673	5.924610694	9.724099031	8.495786285	27.93145358	27.93145358
FBgn0015774	1544.858187	1542.194018	857.677771	655.3701592	325.7944901	247.9872762	561.7537209	462.6341804	778.228086	778.228086
FBgn0015776	2396.954855	2406.712395	1355.387998	1348.917221	2069.188062	1694.438658	1801.950351	1568.631086	2088.59852	2088.59852
FBgn0015777	3988.574444	3953.355049	3469.279035	4084.928565	4053.652088	3206.907131	2268.707105	1966.388353	4252.804596	4252.804596
FBgn0015778	4043.995365	4849.013882	5002.814236	4729.694029	8285.486684	7441.311032	12905.37543	12144.34032	5541.504075	5541.504075
FBgn0015781	187.04561	166.0824327	767.685885	744.4495983	459.4313721	523.058487	332.1153823	301.9865852	318.8038322	318.8038322
FBgn0015789	1347.421154	1312.347794	1033.988405	1026.534489	2048.225414	1909.417389	2200.638411	2441.380041	1963.870133	1963.870133
FBgn0015790	2258.402551	2378.537696	4593.259326	4803.926895	4781.230667	4215.783695	4609.222941	4976.986075	4635.658141	4635.658141
FBgn0015791	289.227934	269.8839531	264.4659508	256.6336222	398.290315	322.4680963	489.9449896	519.7876518	269.6830001	269.6830001
FBgn0015793	86.59518984	111.2159147	110.1941462	78.47474398	141.4978751	134.5733	125.6652798	123.5750732	74.16282502	74.16282502
FBgn0015794	256.3217619	290.6442571	951.3427953	920.4875375	611.4105713	666.0955166	483.9609287	539.8686012	556.2211877	556.2211877
FBgn0015795	784.5524199	873.4156503	1195.606486	1393.45694	1557.350069	1107.055827	2246.266876	2201.180992	1478.922309	1478.922309
FBgn0015797	824.3862072	935.6965626	1382.936534	1363.763794	1732.038804	1562.404477	2071.233094	2085.329361	1821.804981	1821.804981
FBgn0015799	1821.962794	1714.207966	727.2813647	735.9658422	1478.740139	1615.725974	1985.212218	2015.818382	1378.754338	1378.754338
FBgn0015801	549.0135036	582.7713932	387.5160807	445.3971956	351.1243566	368.172236	317.1552299	290.4014221	346.7352858	346.7352858
FBgn0015803	1078.976065	1003.90899	611.5775112	551.4441469	940.6988361	847.2193292	1060.674802	997.0963722	947.7431146	947.7431146
FBgn0015805	1279.876906	1355.351281	1289.27151	1351.03816	2218.54693	2547.582598	4003.33677	4250.210175	2183.469147	2183.469147
FBgn0015806	1678.214779	1874.358883	580.3558365	559.927903	1930.310518	1797.696159	3109.467667	3100.18965	1601.242813	1601.242813
FBgn0015808	438.1716606	416.6889605	903.5919986	852.6174886	792.2134116	1036.806871	947.7256517	1041.892336	808.5674235	808.5674235
FBgn0015816	639.072501	605.0145761	661.164877	655.3701592	700.5018259	844.6802104	1113.783343	1230.344323	980.490336	980.490336
FBgn0015818	117.7694582	131.9762188	236.9174143	309.6570979	477.7736893	490.8963146	415.8922355	444.8702637	126.6546947	126.6546947
FBgn0015828	848.6328604	937.1794414	5665.815682	5724.414432	3836.164613	4453.614496	1214.016364	1286.72545	1512.632684	1512.632684
FBgn0015829	190.5094176	200.1886465	580.3558365	587.5001103	290.8567432	291.152297	338.8474508	349.0995819	320.2485626	320.2485626
FBgn0015831	0	2.965757726	1.836569103	0	0.873443673	0	0	2.317032623	1.926307143	1.926307143
FBgn0015834	2159.684034	2090.859197	13566.73596	15741.60945	6843.43118	8077.783495	4044.477189	3728.105491	4804.210016	4804.210016
FBgn0015838	1918.949407	2121.999653	1052.354096	1094.404538	1986.210913	1912.802881	1851.318854	1747.814942	1998.062085	1998.062085
FBgn0015872	5.19571139	5.931515452	0	2.120939026	3.493774693	1.692745913	1.496015236	1.544688416	3.852614287	3.852614287
FBgn0015903	335.9893366	367.753958	367.3138206	349.9549394	693.5142766	597.5393071	584.1939495	549.1367317	443.050643	443.050643
FBgn0015904	1.731903797	0	0	0	1.746887346	1.692745913	0	0	0.481576786	0.481576786
FBgn0015905	684.1019997	775.5456453	484.8542431	422.0668663	628.8794447	651.7071763	1038.234573	1010.226224	841.7962217	841.7962217
FBgn0015907	1518.87963	1438.392497	1386.609673	1397.698818	1511.930998	1531.088678	2374.176179	2506.256954	2207.547986	2207.547986
FBgn0015919	0	0	0	2.120939026	0	0	0	0.772344208	0	0
FBgn0015924	3985.110636	3538.148967	1199.279624	1261.958721	1666.530529	1441.373145	1786.990199	1553.956546	2739.690335	2739.690335
FBgn0015925	505.7159086	468.5897207	312.2167475	322.382732	450.6969354	392.7170517	742.7715644	748.4015373	567.7790305	567.7790305
FBgn0015926	710.0805566	548.6651793	519.7490561	439.0343785	537.167859	580.611848	726.3153969	798.6039108	777.2649324	777.2649324
FBgn0015929	1546.59009	1562.954322	1035.824974	1066.83233	1730.291917	1981.359091	2879.081321	3073.929947	2139.164083	2139.164083
FBgn0015946	1.731903797	0	0	0	0	0	0	0	0	0
FBgn0015949	2085.212171	2013.749496	971.5450554	1041.381062	2836.071607	2875.128932	3671.969396	3701.845788	2019.251463	2019.251463
FBgn0016013	0	1.482878863	11.01941462	2.120939026	1.746887346	5.078237738	3.740038089	2.317032623	1.926307143	1.926307143
FBgn0016031	550.7454074	584.254272	207.5323086	233.3032929	370.3401175	370.7113549	600.6501171	583.1198769	329.8800983	329.8800983
FBgn0016032	5.19571139	2.965757726	22.03882923	14.84657319	3.493774693	3.385491825	2.244022853	3.861721039	2.889460715	2.889460715
FBgn0016034	29.44236454	26.69181953	12.85598372	25.45126832	16.59542979	32.16217234	63.58064751	66.42160187	46.23137144	46.23137144
FBgn0016036	24.24665315	35.58909271	9.182845514	12.72563416	15.72198612	18.62020504	8.228083795	13.90219574	18.78149465	18.78149465
FBgn0016038	484.9330631	437.4492646	2003.696891	1980.957051	1958.260715	2008.443025	600.6501171	589.2986305	709.8441824	709.8441824
FBgn0016041	734.3272098	784.4429185	2025.73572	2328.791051	2198.457726	1968.663496	1632.90063	1551.639513	1293.996824	1293.996824
FBgn0016047	1.731903797	2.965757726	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0016053	10.39142278	8.897273178	16.52912193	19.08845124	13.1016551	10.15647548	7.480076178	6.178753662	7.223651788	7.223651788
FBgn0016054	403.5335846	354.4080483	170.8009266	167.5541831	209.6264816	227.6743252	314.9112071	303.5312736	342.4010948	342.4010948
FBgn0016059	2963.287396	2936.100149	560.1535764	500.5416102	945.0660545	885.3061123	1448.142748	1361.642838	1713.450204	1713.450204
FBgn0016061	3.463807593	1.482878863	7.346276411	4.241878053	0.873443673	3.385491825	5.236053324	4.634065247	2.407883929	2.407883929
FBgn0016070	1156.911736	1241.169608	411.391479	426.3087443	954.6739349	947.937711	1522.195502	1565.541709	776.7833556	776.7833556
FBgn0016075	31.17426834	28.1746984	5.509707308	2.120939026	7.860993059	2.539118869	5.984060942	13.12985153	14.92888036	14.92888036
FBgn0016076	1188.086005	1097.330359	437.1034465	426.3087443	830.6449333	765.9675254	1295.549194	1293.676548	837.9436074	837.9436074
FBgn0016078	316.9383948	366.2710792	618.9237877	632.0398299	352.871244	368.172236	204.9540873	166.8263489	324.1011769	324.1011769
FBgn0016080	342.9169517	237.2606181	67.9530568	89.07943911	110.0539028	153.1935051	279.0068414	292.7184547	221.5253215	221.5253215
FBgn0016081	3503.641381	3677.53958	2405.905525	2411.507673	1698.847944	1953.428783	4946.574376	5010.196876	2153.611386	2153.611386
FBgn0016119	590.5791947	551.630937	5287.482447	5554.73931	2056.086407	1994.054685	977.6459564	994.7793396	955.4483432	955.4483432
FBgn0016120	592.3110985	683.6071558	4018.413197	4825.136285	1743.393572	2208.187043	1416.726428	1517.656368	1247.765452	1247.765452
FBgn0016122	131.6246885	142.3563708	60.60678039	59.38629274	54.15350774	55.01424216	43.38444183	40.93424301	97.76008753	97.76008753
FBgn0016123	3.463807593	8.897273178	12.85598372	12.72563416	13.1016551	13.5419673	2.244022853	0.772344208	8.18680536	8.18680536
FBgn0016126	1392.450653	1146.265361	258.9562435	229.0614149	331.9085958	241.2162925	409.9081745	400.8466438	626.0498216	626.0498216
FBgn0016131	687.5658073	639.12079	578.5192674	598.1048055	627.1325574	541.678692	666.4747874	681.2075912	601.0078288	601.0078288
FBgn0016641	424.3164302	492.3157825	356.2944059	339.3502442	981.7506887	1057.119822	1035.242543	1022.583731	351.5510537	351.5510537
FBgn0016650	3.463807593	4.448636589	1.836569103	2.120939026	0	1.692745913	1.496015236	0	0.963153572	0.963153572
FBgn0016660	0	1.482878863	0	2.120939026	0	0	0	0	0	0
FBgn0016672	323.86601	326.2333499	1443.543315	1535.559855	1111.020352	1185.768512	327.6273366	351.4166145	474.8347109	474.8347109
FBgn0016675	6.927615187	2.965757726	5.509707308	2.120939026	4.367218366	3.385491825	2.244022853	3.089376831	3.852614287	3.852614287
FBgn0016684	29.44236454	60.79803338	9.182845514	29.69314637	20.96264816	23.69844278	9.724099031	16.99157257	25.04199287	25.04199287
FBgn0016685	1366.472096	1390.940373	5469.302788	6051.039043	3462.330721	3368.564366	3211.196703	3192.870955	2679.01166	2679.01166
FBgn0016687	1257.362156	1137.368088	8271.907239	9173.061289	4268.519231	4747.305912	1976.236126	1893.015653	2494.086174	2494.086174
FBgn0016691	1104.954622	1081.018691	7761.341029	9293.954814	2843.9326	3661.409409	2108.633474	2042.85043	2374.173554	2374.173554
FBgn0016693	569.7963491	782.9600397	637.2894787	617.1932567	1437.688286	1437.14128	2109.381482	2121.629539	548.0343823	548.0343823
FBgn0016694	767.2333819	854.1382251	148.7620973	176.0379392	343.2633636	274.2248378	556.5176676	468.0405899	319.7669858	319.7669858
FBgn0016696	7848.988007	6690.74943	1302.127494	1164.395526	1946.032504	1556.479867	1817.658511	1811.919511	2575.472651	2575.472651
FBgn0016697	562.8687339	547.1823004	2191.02694	2309.7026	904.8876455	1187.461258	1187.836097	1248.880584	1164.934245	1164.934245
FBgn0016698	320.4022024	311.4045612	697.8962591	604.4676225	459.4313721	485.8180769	558.7616905	568.4453369	505.1740484	505.1740484
FBgn0016700	1517.147726	1447.28977	3157.062288	3382.897747	2595.001153	2420.626655	3878.419498	3826.193205	2815.779467	2815.779467
FBgn0016701	859.0242832	836.3436787	539.9513162	449.6390736	524.0662039	514.5947574	610.3742161	599.3391052	718.5125645	718.5125645
FBgn0016715	36.36997973	34.10621385	124.886699	161.191366	69.87549386	80.40543085	50.86451801	50.97471771	45.74979466	45.74979466
FBgn0016726	1944.927964	1583.714626	15520.84549	16704.51577	7722.988959	8644.853375	2609.050571	2274.553692	4353.935721	4353.935721
FBgn0016754	749.914344	745.8880681	484.8542431	453.8809517	500.4832248	572.1481184	592.4220333	599.3391052	400.1903091	400.1903091
FBgn0016756	3055.078297	3370.583656	2565.687037	2320.307295	5449.415077	5436.253498	6466.525856	6517.040425	4452.177385	4452.177385
FBgn0016762	131.6246885	105.2843993	1243.357283	1268.321538	649.8420929	672.8665002	145.8614855	123.5750732	207.5595947	207.5595947
FBgn0016792	1409.769691	1356.83416	394.8623571	462.3647078	1125.868895	952.1695758	1778.014107	1957.120222	1553.566711	1553.566711
FBgn0016794	1487.705361	1457.669922	1414.158209	1469.810745	2599.368372	2922.525818	2455.709009	2305.44746	1813.136599	1813.136599
FBgn0016797	278.8365113	266.9181953	34.89481295	40.2978415	69.00205019	63.47797172	141.3734398	118.941008	158.9203393	158.9203393
FBgn0016917	4828.547785	5035.856619	1911.868436	1717.960611	3664.096209	3670.719511	8874.362377	8959.965154	6136.732982	6136.732982
FBgn0016919	912.7133009	885.2786812	404.0452026	407.2202931	215.7405873	115.953095	118.9332112	105.0388123	222.0068983	222.0068983
FBgn0016920	3.463807593	4.448636589	0	0	0	0	2.244022853	0.772344208	1.444730358	1.444730358
FBgn0016926	4196.402899	3837.690497	3636.406824	3911.011565	6613.715494	5281.367247	4952.558437	4778.493613	4393.906594	4393.906594
FBgn0016930	909.2494933	867.4841349	1351.71486	1136.823318	848.1138067	726.1879965	1019.534383	987.0558975	610.6393645	610.6393645
FBgn0016970	27.71046075	45.96924475	168.9643575	167.5541831	113.5476775	99.02563588	73.30474654	73.37269974	79.46016967	79.46016967
FBgn0016974	17.31903797	8.897273178	9.182845514	4.241878053	10.48132408	6.77098365	2.244022853	5.406409454	2.889460715	2.889460715
FBgn0016975	0	0	0	0	0	0	0	0	0	0
FBgn0016976	0	0	0	0	0	0	0	0	0	0
FBgn0016977	41222.77417	49170.78022	14000.16627	13463.72094	21164.41365	20073.4274	49369.99879	48557.28034	12677.99046	12677.99046
FBgn0016978	1520.611534	1432.460982	1390.282811	1302.256562	1352.96425	1398.208124	1208.032303	1222.620881	1372.012263	1372.012263
FBgn0016983	1411.501594	1356.83416	345.2749913	356.3177564	973.8896957	1034.267753	3011.478669	3124.13232	1856.47851	1856.47851
FBgn0016984	1162.107448	1220.409304	690.5499827	676.5795494	1638.580331	1632.653433	2361.460049	2337.885917	1443.285627	1443.285627
FBgn0017414	122.9651696	114.1816725	815.4366817	829.2871593	503.9769995	454.5022775	154.8375769	180.7285446	219.5990144	219.5990144
FBgn0017418	465.8821213	562.0110891	297.5241947	301.1733418	668.18441	623.7768688	795.1320977	851.1233169	377.5562001	377.5562001
FBgn0017429	213.024167	255.0551644	640.9626169	708.3936348	490.8753444	598.3856801	280.5028567	283.4503242	275.9434983	275.9434983
FBgn0017430	171.4584759	200.1886465	207.5323086	241.787049	192.1576081	218.3642227	284.2428948	283.4503242	242.2331233	242.2331233
FBgn0017448	0	0	0	0	0.873443673	0	0	0	0	0
FBgn0017456	5.19571139	5.931515452	3.673138206	2.120939026	0	0.846372956	0.748007618	1.544688416	3.852614287	3.852614287
FBgn0017457	1425.356825	1453.221286	4589.586188	4695.759005	3222.133711	3649.560187	2776.604277	2788.16259	2689.606349	2689.606349
FBgn0017482	84.86328604	99.35288382	157.9449428	178.1588782	160.7136359	163.3499806	139.1294169	139.7943016	181.0728715	181.0728715
FBgn0017545	9262.221505	8959.55409	39306.25194	47040.30667	24675.65721	22004.85049	17455.50577	16032.32106	22522.8647	22522.8647
FBgn0017549	332.525529	370.7197157	488.5273814	602.3466835	805.3150667	693.1794512	512.3852182	488.1215393	395.856118	395.856118
FBgn0017550	1092.831296	1046.912477	437.1034465	316.0199149	563.3711692	622.0841229	1202.796249	1279.002008	927.5168896	927.5168896
FBgn0017551	211.2922632	206.120162	246.1002598	195.1263904	262.9065456	288.6131781	216.9222092	235.5649834	201.2990965	201.2990965
FBgn0017556	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0017557	0	0	0	0	0	0	0	0	0	0
FBgn0017558	173.1903797	219.4660717	75.29933322	99.68413424	140.6244314	143.8834026	261.8026662	307.3929947	126.1731179	126.1731179
FBgn0017561	173.1903797	161.6337961	38.56795116	33.93502442	52.40662039	53.32149625	100.2330208	74.91738815	80.90490003	80.90490003
FBgn0017566	1134.396987	1152.196877	2497.73398	2765.704491	2888.478227	3625.015372	2716.01566	2896.290779	1947.014945	1947.014945
FBgn0017567	443.367372	413.7232028	2251.63372	2636.32721	1024.549429	1097.745724	815.3283034	853.4403496	836.0173003	836.0173003
FBgn0017572	528.230658	683.6071558	975.2181936	1018.050733	1337.242264	1105.363081	1485.543129	1492.941354	894.2880914	894.2880914
FBgn0017577	874.6114173	830.4121633	1441.706746	1467.689806	1564.337619	1733.371814	1669.553003	1751.676663	1449.064549	1449.064549
FBgn0017578	171.4584759	151.253644	220.3882923	226.9404758	227.9687987	152.3471321	208.6941254	215.484034	273.5356144	273.5356144
FBgn0017579	3565.989917	3649.364882	39912.31974	44484.57514	17241.77811	19541.05881	4813.42902	4255.616585	8713.168787	8713.168787
FBgn0017581	5691.035876	6754.513221	8663.096458	8952.483631	21132.96967	17544.46501	12971.2001	12527.42305	8797.926301	8797.926301
FBgn0017590	0	0	1.836569103	2.120939026	0	0	0	0	0	0
FBgn0019624	611.3620402	594.6344241	4510.613717	5018.141737	1309.292066	1812.084499	1386.806123	1519.973401	1249.691759	1249.691759
FBgn0019637	682.3700959	726.6106429	1197.443055	1329.82877	1214.960149	1388.898021	1273.108965	1339.244856	1087.881959	1087.881959
FBgn0019643	5.19571139	10.38015204	16.52912193	12.72563416	20.96264816	8.463729563	8.228083795	10.81281891	5.77892143	5.77892143
FBgn0019644	867.6838021	882.3129235	6086.390007	6733.981409	3075.395174	3781.594369	1778.014107	1783.342776	2207.547986	2207.547986
FBgn0019650	6.927615187	10.38015204	38.56795116	31.8140854	9.607880406	7.617356607	3.740038089	4.634065247	7.705228574	7.705228574
FBgn0019660	322.1341062	238.7434969	207.5323086	226.9404758	78.60993059	83.79092267	6.73206856	6.95109787	78.01543931	78.01543931
FBgn0019661	8.659518984	1.482878863	0	4.241878053	2.62033102	0.846372956	0	0	1.444730358	1.444730358
FBgn0019662	382.7507391	397.4115353	361.8041133	413.5831102	577.346268	572.9944914	694.1510693	683.5246239	531.1791948	531.1791948
FBgn0019686	938.6918578	861.5526194	690.5499827	632.0398299	973.016252	998.7200884	1071.894916	1151.565214	1007.458636	1007.458636
FBgn0019809	1.731903797	1.482878863	0	0	0	0	0	0.772344208	0	0
FBgn0019828	0	0	0	0	0	0	0	0	0	0
FBgn0019830	252.8579543	299.5415303	1173.567657	1215.298062	946.8129418	1085.05013	477.9768678	527.5110939	535.9949627	535.9949627
FBgn0019886	1880.847523	1861.012973	719.9350883	638.402647	1245.530678	1237.397262	2594.090418	2571.133868	2189.248069	2189.248069
FBgn0019890	1970.906521	2015.232375	543.6244544	485.6950371	1181.76929	1248.400111	3339.106006	3426.118906	2005.767313	2005.767313
FBgn0019925	1369.935903	1374.628706	1597.815119	1809.16099	1588.794042	1589.488412	1008.314269	977.787767	1675.405638	1675.405638
FBgn0019928	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0019929	0	0	0	0	0	0	0	0.772344208	0	0
FBgn0019932	405.2654884	367.753958	637.2894787	687.1842446	600.9292472	618.698631	700.1351302	687.3863449	694.4337252	694.4337252
FBgn0019936	3164.188237	2973.17212	76348.01417	72476.72841	16810.29694	13481.87482	2665.151142	2435.973631	7277.106811	7277.106811
FBgn0019938	1324.906404	1376.111585	370.9869588	347.8340003	761.6428831	794.7442059	2729.479797	2838.364963	2048.14607	2048.14607
FBgn0019940	10.39142278	10.38015204	7.346276411	31.8140854	9.607880406	8.463729563	1.496015236	0.772344208	3.852614287	3.852614287
FBgn0019947	2883.619822	2814.504082	2367.337574	2523.917441	1946.905948	2237.810096	1382.318078	1146.158804	2221.513713	2221.513713
FBgn0019948	1896.434657	1849.149942	701.5693973	767.7799276	546.7757395	572.9944914	661.2387341	560.7218948	1080.176731	1080.176731
FBgn0019949	332.525529	286.1956206	828.2926654	829.2871593	493.4956754	460.4268882	385.2239232	395.4402344	342.8826715	342.8826715
FBgn0019952	74.47186326	88.97273178	176.3106339	188.7635734	114.4211212	159.1181158	47.87248754	44.02361984	63.08655895	63.08655895
FBgn0019957	569.7963491	659.881094	1908.195298	2123.059965	1245.530678	1515.853965	1261.888851	1317.619218	1303.146783	1303.146783
FBgn0019960	1193.281716	1221.892183	1860.444501	2161.236868	2422.93275	2859.894219	2130.325695	2260.651496	2237.405747	2237.405747
FBgn0019968	2260.134455	2127.931168	629.9432023	494.1787932	1030.663534	1058.812568	2459.449047	2586.580752	1674.442484	1674.442484
